,Law,Text,Category,Category_New,text_clean,A,B,C,Others
1615,Law 9537/1997 - safety - water traffic - pilotage also,"To ensure that the pilotage service shall be permanently available in the established pilotage zones, the maritime authority will establish the number of pilots required for each pilotage zone.",A,A,to ensur that the pilotag servic shall be perman avail in the establish pilotag zone the maritim author will establish the number of pilot requir for each pilotag zone,0.7432851039630687,0.7081469249521405,0.7369009141054111,0.694790179656468
1616,"NOM-009-Z00- 1994, Proceso sanitario de la carne",The norm specifically states that it is not in line with international norms. The norm deals with the sanitary processing of meat.,A,A,the norm specif state that it is not in line with intern norm the norm deal with the sanitari process of meat,0.6383108427327742,0.6761868697836133,0.6665448886149773,0.6548605757422096
1617,Law 14133/2021 - New General Procurement Act,Bidders must submit a bid bond (up to 1% of the estimated value of the contract) along with their bid.,A,A,bidder must submit a bid bond up to of the estim valu of the contract along with their bid,0.5308949073040184,0.5324600781453701,0.5380917711982277,0.5842806245240688
1620,"Absence of NOMs related to the classification of beef, pork and chicken carcasses; discrimination against non local meat producers","The COFECE report, Miscelánea de obstáculos regulatorios a la competicia.",B,B,the cofec report miscelánea de obstáculo regulatorio a la competicia,0.6434235944906639,0.6798971729279344,0.6671688137925488,0.6583461806610408
1621,"Absence of NOMs related to the classification of beef, pork and chicken carcasses; discrimination against non local meat producers","COFECE report, Miscelánea de obstáculos regulatorios a la cometencia.",B,B,cofec report miscelánea de obstáculo regulatorio a la cometencia,0.6589892698798441,0.6951312890369499,0.6839981435962228,0.6728663162318465
1622,"Absence of NOMs related to the classification of beef, pork and chicken carcasses; discrimination against non local meat producers","The report of the COFECE, Miscelánea de obstáculos regulatoryios a la competencia.",B,B,the report of the cofec miscelánea de obstáculo regulatoryio a la competencia,0.717497126081813,0.6578374336730664,0.6920014627278941,0.5847503986358917
1623,"Absence of NOMs related to the classification of beef, pork and chicken carcasses; discrimination against non local meat producers","COFECE report, Miscellaneous regulatory barriers to competition.",B,B,cofec report miscellan regulatori barrier to competit,0.68402311130883,0.6744548672190593,0.6511310156827514,0.5981061318281409
1624,Ordinance by Ports Secretariat 111/2013 - Ports Administration,"To obtain the legal qualification needed to be prequalified, foreign companies may be required to submit, among other documents, a proof of the authorisation decree or equivalent, in the case of a company or foreign company operating in the country, and registration or authorisation act for operation issued by the competent body when the activity thus demand.              ",administrativeburden,Others,to obtain the legal qualif need to be prequalifi foreign compani may be requir to submit among other document a proof of the authoris decre or equival in the case of a compani or foreign compani oper in the countri and registr or authoris act for oper issu by the compet bodi when the activ thu demand,0.7150865174148289,0.7239160300275782,0.721672155632877,0.6919729104112526
1625,Ordinance by Ports Secretariat 111/2013 - Ports Administration,"In order to obtain the necessary legal qualifications for pre-qualification, foreign companies may be required to provide, among other documents, evidence of the licence decree or equivalent, in the case of a foreign company or company operating in the country, and the Registration or Operating Licensing Act of the competent authority when the activity so requires.",administrativeburden,Others,in order to obtain the necessari legal qualif for pre-qualif foreign compani may be requir to provid among other document evid of the licenc decre or equival in the case of a foreign compani or compani oper in the countri and the registr or oper licens act of the compet author when the activ so requir,0.7411472559390813,0.7780529108309145,0.733114021150645,0.6770106376210593
1626,Ordinance by Ports Secretariat 111/2013 - Ports Administration,"In order to obtain the necessary professional qualifications, foreign companies may be required to provide, among other documents, proof of the decision or equivalence, in the case of a company or a foreign company operating in the State and an act of registration or authorisation to carry out an activity issued by the competent authority in the event of such a request.",administrativeburden,Others,in order to obtain the necessari profession qualif foreign compani may be requir to provid among other document proof of the decis or equival in the case of a compani or a foreign compani oper in the state and an act of registr or authoris to carri out an activ issu by the compet author in the event of such a request,0.6974544764051844,0.7043000396436121,0.7051747077366187,0.7649925167178652
1627,Ordinance by Ports Secretariat 111/2013 - Ports Administration,"A foreign company may be required to provide, inter alia, evidence of the granting of an authorisation or equivalent document in the case of a company or a foreign company operating in the country and of the registration or authorisation for operations issued by a competent body, where required by the activity.",administrativeburden,Others,a foreign compani may be requir to provid inter alia evid of the grant of an authoris or equival document in the case of a compani or a foreign compani oper in the countri and of the registr or authoris for oper issu by a compet bodi where requir by the activ,0.6789834751758657,0.6655979601793022,0.6795564595109431,0.7261084087987624
