,Law,Text,Category,Category_New,Length
344,"NOM-054-Z00- 1996, Establecimiento de cuarentenas para animales y sus productos","This restriction concers imported animals whose SENASICA-issued HRZ states that they must be put in quarantine as long as it is ""strictly necessary to determine that their presence in the country and at the destination does not constitute a zoosanitary risk"" In practice, animal importers are allowed to take their animals to their own installations, where SENASICA staff subsequently visit the animals periodically and monitor their health status.",A,A,448
345,"NOM-054-Z00- 1996, Establecimiento de cuarentenas para animales y sus productos","This allowance, however, is not clear from the reading of the NOM.",A,A,66
346,"NOM-054-Z00- 1996, Establecimiento de cuarentenas para animales y sus productos","This restriction concers imported animals whose SENASICA-issued HRZ states that they must be put in quarantine as long as it is ""strictly necessary to determine that their presence in the country and at the destination does not constitute a zoosanitary risk"" In practice, animal importers are allowed to take their animals to their own installations, where SENASICA staff subsequently visit the animals periodically and monitor their health status.",A,A,448
347,"NOM-054-Z00- 1996, Establecimiento de cuarentenas para animales y sus productos","This allowance, however, is not clear from the reading of the NOM.",A,A,66
348,"NOM-054-Z00- 1996, Establecimiento de cuarentenas para animales y sus productos","This restriction concers imported animals whose SENASICA-issued HRZ states that they must be put in quarantine as long as it is ""strictly necessary to determine that their presence in the country and at the destination does not constitute a zoosanitary risk"" In practice, animal importers are allowed to take their animals to their own installations, where SENASICA staff subsequently visit the animals periodically and monitor their health status.",B,B,448
349,"NOM-054-Z00- 1996, Establecimiento de cuarentenas para animales y sus productos","This allowance, however, is not clear from the reading of the NOM.",B,B,66
350,Decreto por el que se establece la Ventanilla Digital Mexicana de Comercio Exterior DOF 14-01-2011,This decree establishes the Mexican Digital Window of Foreign Trade (Ventanilla Digital Mexicana de Comercio.,A,A,109
351,Decreto por el que se establece la Ventanilla Digital Mexicana de Comercio Exterior DOF 14-01-2011,"also known as Ventanilla Unica de Comercio Extenor Mexicana, VUCEM), an Internet platform that centralises all communication and compliance for Mexican federal agencies with border management responsibilities.",A,A,209
352,Decreto por el que se establece la Ventanilla Digital Mexicana de Comercio Exterior DOF 14-01-2011,"Article 22 of the decree establishes that the development and management of VUCEM, once implemented, will fall within the responsibility of the Tax Administration Service Servicio de Administración Tributaria.",A,A,209
353,Decreto por el que se establece la Ventanilla Digital Mexicana de Comercio Exterior DOF 14-01-2011,"SAT), a body of the SHCP",A,A,24
354,Decreto por el que se establece la Ventanilla Digital Mexicana de Comercio Exterior DOF 14-01-2011,This decree establishes the Mexican Digital Window of Foreign Trade (Ventanilla Digital Mexicana de Comercio.,A,A,109
355,Decreto por el que se establece la Ventanilla Digital Mexicana de Comercio Exterior DOF 14-01-2011,"also known as Ventanilla Unica de Comercio Extenor Mexicana, VUCEM), an Internet platform that centralises all communication and compliance for Mexican federal agencies with border management responsibilities.",A,A,209
356,Decreto por el que se establece la Ventanilla Digital Mexicana de Comercio Exterior DOF 14-01-2011,"Article 22 of the decree establishes that the development and management of VUCEM, once implemented, will fall within the responsibility of the Tax Administration Service Servicio de Administración Tributaria.",A,A,209
357,Decreto por el que se establece la Ventanilla Digital Mexicana de Comercio Exterior DOF 14-01-2011,"SAT), a body of the SHCP",A,A,24
358,Decreto por el que se establece la Ventanilla Digital Mexicana de Comercio Exterior DOF 14-01-2011,This decree establishes the Mexican Digital Window of Foreign Trade (Ventanilla Digital Mexicana de Comercio.,B,B,109
359,Decreto por el que se establece la Ventanilla Digital Mexicana de Comercio Exterior DOF 14-01-2011,"also known as Ventanilla Unica de Comercio Extenor Mexicana, VUCEM), an Internet platform that centralises all communication and compliance for Mexican federal agencies with border management responsibilities.",B,B,209
360,Decreto por el que se establece la Ventanilla Digital Mexicana de Comercio Exterior DOF 14-01-2011,"Article 22 of the decree establishes that the development and management of VUCEM, once implemented, will fall within the responsibility of the Tax Administration Service Servicio de Administración Tributaria.",B,B,209
361,Decreto por el que se establece la Ventanilla Digital Mexicana de Comercio Exterior DOF 14-01-2011,"SAT), a body of the SHCP",B,B,24
362,Ley Federal de Sanidad Animal DOF-07-06-2012 Reglamento de la Ley Federal de Sanidad Animal,"Animal Health Auxiliary Organisms (Organismos Auxiliares en Sanidad Animal, OASA) are organisations of livestock producers that support the Ministry of Agriculture, Livestock, Rural Development, Fisheries and Food (Secretaria de Agricultura, Ganaderia, Desarrollo Rural, Pesca y Alimentación, SAGARPA) in the coordination and implementation of zoosanitary campaigns and programmes on good livestock practices.",C,C,409
363,Ley Federal de Sanidad Animal DOF-07-06-2012 Reglamento de la Ley Federal de Sanidad Animal,"Article 4 of the Ley Federal de Sanidad Animal provides definitions for the terms ""campaign"" and ""good livestock practices"".",C,C,124
364,Ley Federal de Sanidad Animal DOF-07-06-2012 Reglamento de la Ley Federal de Sanidad Animal,"A ""campaign"" is a set of zoosanitary measures for the prevention, control or eradication of animal diseases or disease outbreaks within a determined geographical area and time period.",C,C,183
365,Ley Federal de Sanidad Animal DOF-07-06-2012 Reglamento de la Ley Federal de Sanidad Animal,"""Good livestock practices"" in turn, consist of procedures, activities, conditions and controls that are applied to animal production units or Federal Inspection Type (Tipo Inspección Federal, TIF) establishments to reduce the dangers associated to physical, chemical and biological agents, as well the risks associated to animal-based products that are consumed by animals.",C,C,373
366,Ley Federal de Sanidad Animal DOF-07-06-2012 Reglamento de la Ley Federal de Sanidad Animal,"The classification of Auxiliary Organisms depends on whether members are agricultural, livestock or aquaculture producers.",C,C,122
367,Ley Federal de Sanidad Animal DOF-07-06-2012 Reglamento de la Ley Federal de Sanidad Animal,"In the case of livestock producers, OASA are known as Promotion and Protection Livestock State Committees (Comités Estatales de Fomento y Protección Pecuaria, CEFPP).",C,C,166
368,Ley Federal de Sanidad Animal DOF-07-06-2012 Reglamento de la Ley Federal de Sanidad Animal,"CEFPP operate under the supervision of SAGARPA's state branches, as well as of state governments.",C,C,97
369,Ley Federal de Sanidad Animal DOF-07-06-2012 Reglamento de la Ley Federal de Sanidad Animal,"CEFPP are authorised to operate by SAGARPA, which can revoke their authorisations if it considers them to no longer fulfil their objectives.",C,C,140
370,Ley Federal de Sanidad Animal DOF-07-06-2012 Reglamento de la Ley Federal de Sanidad Animal,"Each one of the Mexican states, except Mexico City, has a CEFPP.",C,C,64
371,Ley de Organizaciones Ganaderas DOF 09-04-2012,"According to Article 5, Letter Il of the Ley de Organizaciones Ganaderas. one of the objectives of livestock associations is guiding ""production according to market conditions, either intensifying or withholding it""",C,C,215
372,Reglamento de la Ley de Organizaciones Ganaderas DOF 24-12-1999,"Livestock associations must, on the one hand. create statistics (the exact data and level of aggregation of these statistics Is unknown) and, on the other hand. encourage members to keep proper internal accounting so that members are aware of their own production costs, as well as price studies about products they market. It is unclear what is meant by price studies, as is whether this information is later shared between association members.",C,C,445
373,Ley de Organizaciones Ganaderas DOF 09-04-2012,Article 6 of Ley de Organizaciones Ganaderas states that livestock producers have the right to associate freely and voluntarily.,C,C,128
374,Ley de Organizaciones Ganaderas DOF 09-04-2012,According to COFECE's report Miscelánea de obstáculos regulatorios a la competencia.,C,C,84
375,Ley de Organizaciones Ganaderas DOF 09-04-2012,Análisis de la normatividad estatal (pp.,C,C,40
376,Ley de Organizaciones Ganaderas DOF 09-04-2012,"16-17), livestock laws from several Mexican states (i.e.",C,C,56
377,Ley de Organizaciones Ganaderas DOF 09-04-2012,"Campeche, Coahuila, Tlaxcala, Yucatán, Guerrero and Sinaloa) make membership of a local livestock association mandatorv for livestock producers.",C,C,144
378,Ley de Organizaciones Ganaderas DOF 09-04-2012,These state livestock laws therefore arguably infringe Article 6 of Ley de Organizaciones Ganaderas.,C,C,100
