,Law,Paragraph,Text,Category
310,Decree 6780/2009 - Civil Aviation Policy,"Annex, item 3.5",One of the strategic actions of the National Civil Aviation Policy is to ensure to firms incorporated under Brazilian law the exploitation of air transport in the national market.,B4
311,Ordinance 70/1999 by General Department of Civil Aviation - Codeshare,Art. 2,"Codeshare operations involving Brazilian companies must be approved in advance by the Department of Civil Aviation [today ANAC, as updated by art. 2 of Ordinance 649].",A2
312,Ordinance 70/1999 by General Department of Civil Aviation  - Codeshare,Art. 3,"In international air transport, only designated airlines may operate codeshare flights.",A3
313,Ordinance 70/1999 by  General Department of Civil Aviation - Codeshare,Art. 3 par. 3,"Domestic flights may have the code of the foreign company, but the latter must not transport or commercialise domestic traffic.",A3
314,Ordinance 70/1999 by  General Department of Civil Aviation - Codeshare,Art. 3 par. 3,"Domestic flights may have the code of the foreign company, but the latter must not transport or commercialise domestic traffic.",A5
315,Ordinance 649/SAS/2016 by National Civil Aviation Agency - Codeshare,Art. 2,Codeshare operations must be approved by ANAC.,A2
316,Ordinance 649/SAS/2016 by National Civil Aviation Agency - Codeshare,Art. 4,Companies not authorised to operate in Brazil must present the Air Operator Certificate. ,A3
317,Ordinance 649/SAS/2016 by National Civil Aviation Agency - Codeshare,Annex,Foreign companies must be designated by the respective countries to operate in Brazil.,A3
318,Ordinance 649/SAS/2016 by National Civil Aviation Agency - Codeshare,Annex,Foreign companies must be designated by the respective countries to operate in Brazil.,B4
319,Resolution 338/2014 by National Civil Aviation Agency - Slots allocation,Art. 14,"The first stage of slots allocation will only process requests comprising series of slots (i.e., a minimum set of five slots allocated for the same air carrier for the same time on the same day of the week in consecutive weeks).",A3
320,Resolution 338/2014 by National Civil Aviation Agency - Slots allocation,Art. 14,"The first stage of slots allocation will only process requests comprising series of slots (i.e., a minimum set of five slots allocated for the same air carrier for the same time on the same day of the week in consecutive weeks).",A4
321,Resolution 338/2014 by National Civil Aviation Agency - Slots allocation,Art. 21,"Slot allocation process is primarily based on historic precedence: historic slots, comprising a series of slots allocated to an air carrier at the previous equivalent season, which entitles the firm to claim its allocation within the same coordination parameter in the next equivalent season, as long as the airline complies with the minimum regular operation (not less than 80%) and the maximum tolerated delay of arrival or departure (not less than 15 minutes). After the historic precedence, the criteria for slots allocation are: change of historic slots and, lastly, new slots requests (from the pool, which is the set of slots available to allocation after previous allocation according to historic slots and their changes).",A3
322,Resolution 338/2014 by National Civil Aviation Agency - Slots allocation,Art. 21,"Slot allocation process is primarily based on historic precedence: historic slots, comprising a series of slots allocated to an air carrier at the previous equivalent season, which entitles the firm to claim its allocation within the same coordination parameter in the next equivalent season, as long as the airline complies with the minimum regular operation (not less than 80%) and the maximum tolerated delay of arrival or departure (not less than 15 minutes). After the historic precedence, the criteria for slots allocation are: change of historic slots and, lastly, new slots requests (from the pool, which is the set of slots available to allocation after previous allocation according to historic slots and their changes).",A4
323,Resolution 338/2014 by National Civil Aviation Agency - Slots allocation,Art. 21,"Slot allocation process is primarily based on historic precedence: historic slots, comprising a series of slots allocated to an air carrier at the previous equivalent season, which entitles the firm to claim its allocation within the same coordination parameter in the next equivalent season, as long as the airline complies with the minimum regular operation (not less than 80%) and the maximum tolerated delay of arrival or departure (not less than 15 minutes). After the historic precedence, the criteria for slots allocation are: change of historic slots and, lastly, new slots requests (from the pool, which is the set of slots available to allocation after previous allocation according to historic slots and their changes).",B4
324,Resolution 338/2014 by National Civil Aviation Agency - Slots allocation,Art. 22,"The criteria for slot allocation arising from new requests are: I - the continuation of the previous subsequent season; and, lastly, II - new operations. The slots shall be firstly allocated to new entrants, up to the percentage of slots from the pool that needs to be allocated to new entrants (which is determined by ANAC when it designates an airport as coordinated). The remaining slots shall be allocated to new entrants and incumbents, according to the former criteria (first, continuation of the season and then new operations).",A3
325,Resolution 338/2014 by National Civil Aviation Agency - Slots allocation,Art. 22,"The criteria for slot allocation arising from new requests are: I - the continuation of the previous subsequent season; and, lastly, II - new operations. The slots shall be firstly allocated to new entrants, up to the percentage of slots from the pool that needs to be allocated to new entrants (which is determined by ANAC when it designates an airport as coordinated). The remaining slots shall be allocated to new entrants and incumbents, according to the former criteria (first, continuation of the season and then new operations).",A4
