,Unnamed: 0,Law,Paragraph,Text,Category,text_clean
1063,1063,Law 7565/1986 - Brazilian Aeronautical Code,Art. 148,"The fiduciary alienation in guarantee transfers to the creditor the resolvable domain and the indirect possession of the aircraft or its equipment, regardless of the respective tradition, the debtor becoming the direct possessor and depositary with all the responsibilities and charges incumbent upon him according to the civil and criminal law.",None,the fiduciari alien in guarante transfer to the creditor the resolv domain and the indirect posse of the aircraft or it equip regardless of the respect tradit the debtor becom the direct possessor and depositari with all the respons and charg incumb upon him accord to the civil and crimin law
1064,1064,Law 7565/1986 - Brazilian Aeronautical Code,Art. 149,"The fiduciary alienation in guarantee of an aircraft or its engines must be made by public or private instrument, which will contain I - the amount of the debt, the interest rate, the commissions, whose collection is allowed, the penalty clause, and the monetary correction stipulation, if any, with the exact indication of the applicable indexes; II - the due date and place of payment; III - a description of the aircraft or its engines, with the particulars shown on its registration, and on its registration and airworthiness certificates.",None,the fiduciari alien in guarante of an aircraft or it engin must be made by public or privat instrument which will contain i the amount of the debt the interest rate the commiss whose collect is allow the penalti claus and the monetari correct stipul if ani with the exact indic of the applic index ii the due date and place of payment iii a descript of the aircraft or it engin with the particular shown on it registr and on it registr and airworthi certif
1065,1065,Law 7565/1986 - Brazilian Aeronautical Code,Art. 149 par 1,"In the case of fiduciary alienation of aircraft under construction or of their components, the instrument will include a description as per the respective agreement and the stage it is at.",None,in the case of fiduciari alien of aircraft under construct or of their compon the instrument will includ a descript a per the respect agreement and the stage it is at
1066,1066,Law 7565/1986 - Brazilian Aeronautical Code,Art. 149 par 2,"In the case of the previous paragraph, the fiduciary domain will be transferred, upon registration, over the component parts, and will extend to the built aircraft, regardless of a subsequent formality.",None,in the case of the previou paragraph the fiduciari domain will be transfer upon registr over the compon part and will extend to the built aircraft regardless of a subsequ formal
1067,1067,Law 7565/1986 - Brazilian Aeronautical Code,Art. 150,The fiduciary alienation is only valid and effective after registration with the Brazilian Aeronautical Registry.,None,the fiduciari alien is onli valid and effect after registr with the brazilian aeronaut registri
1068,1068,Law 7565/1986 - Brazilian Aeronautical Code,Art. 151,"In the event of default on the guaranteed obligation, the fiduciary creditor may alienate the object of the guarantee to third parties and apply the respective price to pay his credit and the expenses resulting from collection, delivering to the debtor the balance, if any.",None,in the event of default on the guarante oblig the fiduciari creditor may alien the object of the guarante to third parti and appli the respect price to pay hi credit and the expens result from collect deliv to the debtor the balanc if ani
1069,1069,Law 7565/1986 - Brazilian Aeronautical Code,Art. 151 par 1,"If the price does not suffice to pay the claim and expenses, the debtor remains obliged to pay balance.",None,if the price doe not suffic to pay the claim and expens the debtor remain oblig to pay balanc
1070,1070,Law 7565/1986 - Brazilian Aeronautical Code,Art. 151 par 2,"In bankruptcy, liquidation or insolvency of the debtor, the creditor is ensured the right to request the refund of asset that is fiduciarily alienated.",None,in bankruptci liquid or insolv of the debtor the creditor is ensur the right to request the refund of asset that is fiduciarili alien
1071,1071,Law 7565/1986 - Brazilian Aeronautical Code,Art. 151 par 3,"The fiduciary owner or creditor may proceed with the judicial search and seizure of the asset fiduciarily sold, in the event of the creditor's arrears or default.",None,the fiduciari owner or creditor may proceed with the judici search and seizur of the asset fiduciarili sold in the event of the creditor 's arrear or default
1072,1072,Law 7565/1986 - Brazilian Aeronautical Code,Art. 152,"In the event of bankruptcy, insolvency, judicial or extrajudicial liquidation of the purchaser or importer, without payment of the debt to the seller, and the National Treasury or its financial agents having to pay it, the Federal Government will have the right to receive the amount spent with the respective expenses and legal consequences, less the value of the aircraft, parts and equipment, object of the guarantee, proceeding in conformity with the provisions regarding legal mortgages (articles 144 and 145).",None,in the event of bankruptci insolv judici or extrajudici liquid of the purchas or import without payment of the debt to the seller and the nation treasuri or it financi agent have to pay it the feder govern will have the right to receiv the amount spent with the respect expens and legal consequ le the valu of the aircraft part and equip object of the guarante proceed in conform with the provis regard legal mortgag articl and
